time.hours,oxygen
4.632,-1.01
4.632,-0.971
4.632,-1.07
4.656,-0.928
4.656,-0.986
4.656,-0.978
4.656,-0.984
4.656,-0.984
4.656,-0.956
4.656,-0.921
4.656,-1.03
4.68,-1.01
4.68,-0.991
4.68,-0.939
4.68,-1.01
4.68,-0.988
4.68,-0.936
4.68,-0.969
4.68,-0.978
4.68,-0.958
4.704,-0.965
4.704,-0.936
4.704,-1.02
4.704,-1
4.704,-0.913
4.704,-0.952
4.704,-0.908
4.704,-0.949
4.704,-0.988
4.728,-1.03
4.728,-1.01
4.728,-1.01
4.728,-1.03
4.728,-1.03
4.728,-1.03
4.728,-0.96
4.728,-1.02
4.752,-0.936
4.752,-0.971
4.752,-1.05
4.752,-0.975
4.752,-1.01
4.752,-0.984
4.752,-1.1
4.752,-0.965
4.752,-0.923
4.776,-1.08
4.776,-1.02
4.776,-0.997
4.776,-1.07
4.776,-1.04
4.776,-0.954
4.776,-0.982
4.776,-0.995
4.8,-0.993
4.8,-0.932
4.8,-0.986
4.8,-0.952
4.8,-1.02
4.8,-0.965
4.8,-0.984
4.8,-0.973
4.8,-0.98
4.824,-1
4.824,-0.971
4.824,-0.995
4.824,-1
4.824,-0.937
4.824,-1.01
4.824,-1.05
4.824,-1.03
4.824,-1.02
4.848,-1.01
4.848,-1.01
4.848,-1.01
4.848,-0.965
4.848,-0.988
4.848,-1.06
4.848,-0.936
4.848,-1.01
4.872,-0.995
4.872,-1.04
4.872,-1.02
4.872,-0.98
4.872,-1.09
4.872,-1.04
4.872,-0.986
4.872,-1
4.872,-0.958
4.896,-0.99
4.896,-0.958
4.896,-1.01
4.896,-1.01
4.896,-1.08
4.896,-0.975
4.896,-0.926
4.896,-1.09
4.896,-1.01
4.92,-0.952
4.92,-0.982
4.92,-0.98
4.92,-0.934
4.92,-1.01
4.92,-1.03
4.92,-1.02
4.92,-0.934
4.944,-0.973
4.944,-0.967
4.944,-0.971
4.944,-1.01
4.944,-0.93
4.944,-0.973
4.944,-1.01
4.944,-1.01
4.944,-0.969
4.968,-1.02
4.968,-1.01
4.968,-1.01
4.968,-0.882
4.968,-0.988
4.968,-1.01
4.968,-1
4.968,-0.99
4.968,-0.934
4.992,-1.06
4.992,-1.02
4.992,-0.99
4.992,-0.967
4.992,-1.04
4.992,-0.93
4.992,-0.964
4.992,-0.932
5.016,-1.05
5.016,-1
5.016,-0.93
5.016,-0.936
5.016,-1.02
5.016,-1.02
5.016,-0.932
5.016,-0.951
5.016,-1.04
5.04,-1.03
5.04,-0.967
5.04,-1.03
5.04,-1.01
5.04,-1.06
5.04,-0.995
5.04,-1.02
5.04,-1
5.04,-0.971
5.064,-0.995
5.064,-0.934
5.064,-0.958
5.064,-0.928
5.064,-0.991
5.064,-1
5.064,-1.05
5.064,-0.917
5.088,-0.971
5.088,-1.01
5.088,-1.04
5.088,-0.949
5.088,-0.973
5.088,-1
5.088,-1.02
5.088,-1.01
5.088,-0.98
5.112,-0.995
5.112,-1.05
5.112,-1.02
5.112,-1
5.112,-1.02
5.112,-1.01
5.112,-0.997
5.112,-0.967
5.136,-0.993
5.136,-1.01
5.136,-0.984
5.136,-0.945
5.136,-1.01
5.136,-1.03
5.136,-1
5.136,-0.969
5.136,-0.984
5.16,-1.02
5.16,-0.962
5.16,-1.04
5.16,-1
5.16,-1.04
5.16,-0.934
5.16,-0.973
5.16,-0.975
5.16,-0.98
5.184,-1.05
5.184,-1.05
5.184,-0.997
5.184,-1.07
5.184,-1.02
5.184,-1.03
5.184,-0.956
5.184,-0.98
5.208,-0.965
5.208,-1.01
5.208,-1.04
5.208,-1.06
5.208,-0.99
5.208,-0.971
5.208,-0.98
5.208,-1.04
5.208,-0.993
5.232,-0.99
5.232,-1.04
5.232,-0.971
5.232,-1.01
5.232,-1.05
5.232,-1.01
5.232,-1.06
5.232,-1.01
5.232,-1.04
5.256,-0.904
5.256,-1.03
5.256,-1.03
5.256,-0.98
5.256,-0.941
5.256,-1.01
5.256,-0.93
5.256,-1
5.28,-0.947
5.28,-0.984
5.28,-1.08
5.28,-1.01
5.28,-0.969
5.28,-0.954
5.28,-0.93
5.28,-0.908
5.28,-1.01
5.304,-1.09
5.304,-0.977
5.304,-1
5.304,-1.02
5.304,-1.03
5.304,-1.04
5.304,-1.01
5.304,-1.03
5.304,-1.01
5.328,-0.941
5.328,-0.947
5.328,-0.964
5.328,-0.96
5.328,-0.904
5.328,-1.06
5.328,-0.988
5.328,-0.956
5.352,-0.886
5.352,-1.09
5.352,-0.997
5.352,-0.984
5.352,-0.967
5.352,-1.02
5.352,-1.05
5.352,-0.967
5.352,-1.03
5.376,-0.993
5.376,-0.997
5.376,-1.04
5.376,-0.964
5.376,-1.02
5.376,-0.999
5.376,-0.96
5.376,-0.969
5.376,-1.02
5.4,-1.02
5.4,-0.973
5.4,-0.999
5.4,-0.949
5.4,-0.973
5.4,-0.956
5.4,-1.01
5.4,-1
5.424,-1.01
5.424,-1.04
5.424,-0.949
5.424,-0.98
5.424,-1.01
5.424,-1.04
5.424,-0.986
5.424,-1.06
5.424,-1.07
5.448,-0.932
5.448,-1.04
5.448,-1.04
5.448,-1.03
5.448,-0.99
5.448,-1.04
5.448,-0.899
5.448,-1.03
5.472,-1.02
5.472,-0.956
5.472,-0.962
5.472,-0.949
5.472,-1.03
5.472,-1
5.472,-1.02
5.472,-0.997
5.472,-1.03
5.496,-1.03
5.496,-0.973
5.496,-0.91
5.496,-1.06
5.496,-0.945
5.496,-0.975
5.496,-1.09
5.496,-0.956
5.496,-0.965
5.52,-1.04
5.52,-0.986
5.52,-1.02
5.52,-0.936
5.52,-1.03
5.52,-0.956
5.52,-0.956
5.52,-0.971
5.544,-0.936
5.544,-1
5.544,-0.964
5.544,-0.925
5.544,-0.995
5.544,-0.988
5.544,-1.02
5.544,-1.03
5.544,-0.982
5.568,-1.06
5.568,-1.04
5.568,-1.01
5.568,-0.947
5.568,-0.967
5.568,-0.98
5.568,-1.01
5.568,-1.04
5.568,-1.01
5.592,-0.973
5.592,-0.975
5.592,-1.01
5.592,-1.02
5.592,-0.945
5.592,-0.951
5.592,-0.975
5.592,-1.01
5.616,-0.899
5.616,-1.05
5.616,-0.997
5.616,-1.01
5.616,-0.991
5.616,-1.04
5.616,-1.01
5.616,-0.962
5.616,-0.899
5.64,-0.925
5.64,-1.01
5.64,-1.06
5.64,-1.03
5.64,-1.03
5.64,-0.91
5.64,-0.956
5.64,-1
5.664,-0.943
5.664,-0.984
5.664,-0.915
5.664,-0.978
5.664,-1.02
5.664,-0.971
5.664,-1.03
5.664,-0.964
5.664,-0.995
5.688,-0.958
5.688,-0.98
5.688,-0.999
5.688,-1.06
5.688,-0.986
5.688,-0.984
5.688,-1.03
5.688,-0.98
5.688,-0.967
5.712,-0.925
5.712,-0.995
5.712,-0.98
5.712,-1.01
5.712,-1.07
5.712,-0.925
5.712,-0.995
5.712,-0.901
5.736,-0.964
5.736,-0.967
5.736,-1.03
5.736,-1.05
5.736,-1
5.736,-0.975
5.736,-0.967
5.736,-1.02
5.736,-0.975
5.76,-1.04
5.76,-1.01
5.76,-1.01
5.76,-1.06
5.76,-0.962
5.76,-1.04
5.76,-0.951
5.76,-1.03
5.76,-0.986
5.784,-0.995
5.784,-0.988
5.784,-1.05
5.784,-1.04
5.784,-0.932
5.784,-1.01
5.784,-0.962
5.784,-1.01
5.808,-1.05
5.808,-1.02
5.808,-0.995
5.808,-1.03
5.808,-1.04
5.808,-0.999
5.808,-1.01
5.808,-0.969
5.808,-0.999
5.832,-0.975
5.832,-0.956
5.832,-0.984
5.832,-1.04
5.832,-1.01
5.832,-1.02
5.832,-1.03
5.832,-1.06
5.832,-0.988
5.856,-0.94
5.856,-0.982
5.856,-1.02
5.856,-0.953
5.856,-0.96
5.856,-1.03
5.856,-1.02
5.856,-1.03
5.88,-1
5.88,-1
5.88,-0.975
5.88,-0.984
5.88,-1.01
5.88,-0.997
5.88,-0.968
5.88,-0.956
5.88,-0.969
5.904,-1.02
5.904,-0.992
5.904,-0.975
5.904,-0.973
5.904,-1.02
5.904,-0.995
5.904,-0.988
5.904,-0.966
5.904,-0.964
5.928,-0.99
5.928,-1.03
5.928,-1.01
5.928,-1.03
5.928,-1.02
5.928,-1
5.928,-1.07
5.928,-0.962
5.952,-0.936
5.952,-0.968
5.952,-1
5.952,-0.927
5.952,-0.981
5.952,-0.997
5.952,-0.955
5.952,-0.984
5.952,-1.05
5.976,-0.953
5.976,-1.01
5.976,-0.94
5.976,-1.02
5.976,-0.948
5.976,-0.957
5.976,-1.02
5.976,-0.968
5.976,-1.01
6,-1
6,-0.957
6,-0.987
6,-0.996
6,-0.985
6,-0.993
6,-1.05
6,-1.02
6.024,-1.02
6.024,-1.01
6.024,-0.985
6.024,-0.943
6.024,-1.03
6.024,-0.967
6.024,-0.993
6.024,-1
6.024,-1.02
6.048,-0.965
6.048,-0.973
6.048,-1.05
6.048,-0.986
6.048,-0.921
6.048,-0.989
6.048,-0.997
6.048,-0.947
6.072,-1.03
6.072,-1.06
6.072,-0.949
6.072,-0.928
6.072,-0.998
6.072,-0.989
6.072,-0.974
6.072,-0.998
6.072,-1.03
6.096,-0.921
6.096,-0.974
6.096,-1.04
6.096,-1.01
6.096,-0.986
6.096,-0.934
6.096,-1
6.096,-0.975
6.096,-0.991
6.12,-0.949
6.12,-0.992
6.12,-1
6.12,-1.02
6.12,-1.01
6.12,-1.03
6.12,-0.934
6.12,-0.938
6.144,-0.997
6.144,-1.03
6.144,-0.977
6.144,-0.962
6.144,-0.881
6.144,-0.953
6.144,-1.06
6.144,-0.94
6.144,-1.01
6.168,-0.977
6.168,-1.01
6.168,-0.992
6.168,-0.957
6.168,-1.1
6.168,-0.994
6.168,-0.985
6.168,-1.07
6.168,-1.02
6.192,-0.992
6.192,-0.996
6.192,-1.04
6.192,-0.986
6.192,-1.04
6.192,-0.953
6.192,-1.03
6.192,-0.92
6.216,-1.02
6.216,-1.08
6.216,-0.949
6.216,-0.981
6.216,-1.01
6.216,-1.02
6.216,-0.986
6.216,-0.977
6.216,-1.01
6.24,-0.971
6.24,-0.96
6.24,-1.02
6.24,-1.03
6.24,-0.901
6.24,-0.929
6.24,-1.03
6.24,-0.992
6.264,-0.903
6.264,-0.977
6.264,-1.02
6.264,-0.866
6.264,-0.974
6.264,-1.04
6.264,-0.979
6.264,-1.04
6.264,-0.929
6.288,-0.959
6.288,-1.01
6.288,-1.01
6.288,-1.01
6.288,-0.981
6.288,-1.02
6.288,-0.955
6.288,-1.01
6.288,-0.97
6.312,-0.994
6.312,-1
6.312,-1
6.312,-0.954
6.312,-1
6.312,-1.06
6.312,-0.985
6.312,-0.99
6.312,-0.998
6.336,-0.979
6.336,-0.903
6.336,-0.961
6.336,-0.974
6.336,-1
6.336,-0.998
6.336,-0.992
6.336,-1.01
6.36,-1.04
6.36,-1.06
6.36,-1.02
6.36,-1.03
6.36,-0.966
6.36,-1
6.36,-0.948
6.36,-0.957
6.36,-1.04
6.384,-0.987
6.384,-1.01
6.384,-1.04
6.384,-0.979
6.384,-0.968
6.384,-0.931
6.384,-0.97
6.384,-1.02
6.408,-1.07
6.408,-0.965
6.408,-0.974
6.408,-0.996
6.408,-1.03
6.408,-0.972
6.408,-0.983
6.408,-0.989
6.408,-1.01
6.432,-0.937
6.432,-1.01
6.432,-0.97
6.432,-1.03
6.432,-0.937
6.432,-0.979
6.432,-0.944
6.432,-1.04
6.432,-0.963
6.456,-0.965
6.456,-1.01
6.456,-1.04
6.456,-1.08
6.456,-1
6.456,-0.978
6.456,-0.972
6.456,-0.967
6.48,-1.01
6.48,-0.939
6.48,-0.946
6.48,-1.03
6.48,-0.963
6.48,-1.05
6.48,-0.963
6.48,-0.95
6.48,-0.963
6.504,-0.996
6.504,-0.939
6.504,-1.02
6.504,-1.02
6.504,-1
6.504,-0.989
6.504,-1.03
6.504,-1
6.504,-0.987
6.528,-0.939
6.528,-1.02
6.528,-1
6.528,-1.01
6.528,-1.01
6.528,-1
6.528,-0.98
6.528,-0.965
6.552,-0.972
6.552,-1.04
6.552,-1.02
6.552,-0.919
6.552,-1.04
6.552,-0.978
6.552,-1.01
6.552,-1.03
6.552,-1.02
6.576,-1.05
6.576,-0.985
6.576,-0.956
6.576,-0.985
6.576,-1
6.576,-0.926
6.576,-0.985
6.576,-1.09
6.576,-1.04
6.6,-0.948
6.6,-0.957
6.6,-0.987
6.6,-1.02
6.6,-0.956
6.6,-0.998
6.6,-1.03
6.6,-0.976
6.624,-0.965
6.624,-0.961
6.624,-0.97
6.624,-0.943
6.624,-0.917
6.624,-1.01
6.624,-0.972
6.624,-1.02
6.624,-1.01
6.648,-0.985
6.648,-1
6.648,-0.972
6.648,-0.95
6.648,-1.04
6.648,-1.03
6.648,-1.01
6.648,-0.963
6.672,-1.04
6.672,-1.03
6.672,-0.969
6.672,-0.963
6.672,-1.02
6.672,-0.952
6.672,-0.989
6.672,-0.96
6.672,-0.973
6.696,-0.982
6.696,-1.05
6.696,-1
6.696,-1.04
6.696,-1.03
6.696,-0.95
6.696,-0.985
6.696,-1
6.696,-0.915
6.72,-0.965
6.72,-0.991
6.72,-0.989
6.72,-0.974
6.72,-0.987
6.72,-0.987
6.72,-0.98
6.72,-1.1
6.744,-0.967
6.744,-0.989
6.744,-1.04
6.744,-0.981
6.744,-0.939
6.744,-0.978
6.744,-1.07
6.744,-0.993
6.744,-0.993
6.768,-0.993
6.768,-0.964
6.768,-0.995
6.768,-0.995
6.768,-1
6.768,-0.926
6.768,-1.02
6.768,-0.95
6.768,-0.984
6.792,-0.958
6.792,-1.07
6.792,-1.01
6.792,-0.978
6.792,-1
6.792,-0.954
6.792,-0.932
6.792,-0.984
6.816,-0.985
6.816,-1.01
6.816,-1.02
6.816,-1.03
6.816,-0.987
6.816,-1.02
6.816,-1.03
6.816,-1.04
6.816,-1.03
6.84,-0.963
6.84,-0.939
6.84,-0.97
6.84,-0.963
6.84,-1.01
6.84,-0.956
6.84,-0.954
6.84,-0.959
6.864,-0.976
6.864,-1.04
6.864,-1.05
6.864,-0.93
6.864,-0.991
6.864,-0.943
6.864,-0.985
6.864,-1.01
6.864,-1
6.888,-0.888
6.888,-0.967
6.888,-0.947
6.888,-0.991
6.888,-1.03
6.888,-1.03
6.888,-1.03
6.888,-0.904
6.888,-0.96
6.912,-0.971
6.912,-0.954
6.912,-0.965
6.912,-0.954
6.912,-1.04
6.912,-0.954
6.912,-0.976
6.912,-0.958
6.912,-0.98
6.936,-0.991
6.936,-1.01
6.936,-0.93
6.936,-0.971
6.936,-0.985
6.936,-0.987
6.936,-0.982
6.936,-0.954
6.96,-0.963
6.96,-1
6.96,-0.96
6.96,-0.971
6.96,-1.03
6.96,-0.941
6.96,-0.976
6.96,-1.09
6.96,-1.02
6.984,-0.986
6.984,-0.965
6.984,-1.07
6.984,-1
6.984,-1.02
6.984,-0.963
6.984,-1.01
6.984,-0.93
7.008,-1.07
7.008,-0.928
7.008,-0.939
7.008,-1
7.008,-1.03
7.008,-0.947
7.008,-1.02
7.008,-1.06
7.008,-0.993
7.032,-1.01
7.032,-0.963
7.032,-1.02
7.032,-0.96
7.032,-0.945
7.032,-1.01
7.032,-1
7.032,-1.05
7.032,-0.995
7.056,-0.932
7.056,-1.02
7.056,-0.916
7.056,-1
7.056,-0.897
7.056,-1
7.056,-0.927
7.056,-0.943
7.08,-0.967
7.08,-0.945
7.08,-1
7.08,-1
7.08,-1.03
7.08,-0.969
7.08,-0.999
7.08,-0.999
7.08,-1.02
7.104,-0.997
7.104,-1.05
7.104,-0.969
7.104,-1.03
7.104,-1.04
7.104,-1.03
7.104,-1.01
7.104,-0.999
7.104,-1.02
7.128,-0.977
7.128,-0.973
7.128,-0.953
7.128,-1
7.128,-0.997
7.128,-0.991
7.128,-1.01
7.128,-0.967
7.152,-1.01
7.152,-1.02
7.152,-0.991
7.152,-1.04
7.152,-0.997
7.152,-0.949
7.152,-1.03
7.152,-0.967
7.152,-1.03
7.176,-1.01
7.176,-1.01
7.176,-0.986
7.176,-0.999
7.176,-0.986
7.176,-0.978
7.176,-0.938
7.176,-0.984
7.2,-0.995
7.2,-0.992
7.2,-0.993
7.2,-1.06
7.2,-1.04
7.2,-0.971
7.2,-1
7.2,-0.997
7.2,-0.967
7.224,-0.953
7.224,-0.967
7.224,-0.982
7.224,-0.971
7.224,-0.999
7.224,-1.01
7.224,-0.993
7.224,-1
7.224,-0.929
7.248,-0.927
7.248,-1.02
7.248,-1.02
7.248,-0.988
7.248,-0.932
7.248,-0.921
7.248,-1.04
7.248,-1.05
7.272,-0.977
7.272,-1.01
7.272,-1.05
7.272,-1.01
7.272,-1
7.272,-0.999
7.272,-0.993
7.272,-0.969
7.272,-0.984
7.296,-0.925
7.296,-0.991
7.296,-1.02
7.296,-1.01
7.296,-1.01
7.296,-0.956
7.296,-1.03
7.296,-1
7.296,-1
7.32,-1.1
7.32,-0.925
7.32,-1.01
7.32,-1.03
7.32,-1.05
7.32,-1.04
7.32,-1.05
7.32,-1.04
7.344,-1.02
7.344,-1.02
7.344,-0.971
7.344,-0.941
7.344,-0.936
7.344,-1.03
7.344,-1.07
7.344,-1.01
7.344,-0.993
7.368,-1.03
7.368,-0.962
7.368,-1.07
7.368,-1.02
7.368,-0.962
7.368,-0.995
7.368,-0.999
7.368,-0.98
7.368,-0.98
7.392,-0.978
7.392,-1.01
7.392,-1.08
7.392,-0.936
7.392,-0.947
7.392,-1.04
7.392,-0.923
7.392,-0.984
7.416,-1.08
7.416,-0.978
7.416,-0.969
7.416,-1.05
7.416,-1.02
7.416,-0.932
7.416,-1.04
7.416,-0.939
7.416,-1.01
7.44,-0.96
7.44,-0.943
7.44,-0.973
7.44,-1.01
7.44,-0.995
7.44,-1.06
7.44,-1.05
7.44,-1.02
7.44,-0.975
7.464,-0.975
7.464,-0.958
7.464,-0.969
7.464,-0.993
7.464,-1.02
7.464,-0.989
7.464,-1
7.464,-0.941
7.488,-0.967
7.488,-1.01
7.488,-1.05
7.488,-1.01
7.488,-1.02
7.488,-0.971
7.488,-0.995
7.488,-0.945
7.488,-1.01
7.512,-0.938
7.512,-1.01
7.512,-0.956
7.512,-0.939
7.512,-1.01
7.512,-0.984
7.512,-0.997
7.512,-0.989
7.512,-1.04
7.536,-0.934
7.536,-0.967
7.536,-0.989
7.536,-1.04
7.536,-0.926
7.536,-1.05
7.536,-1.05
7.536,-1.04
7.56,-1
7.56,-1.01
7.56,-1.08
7.56,-1.05
7.56,-0.973
7.56,-0.993
7.56,-1.05
7.56,-0.976
7.56,-0.945
7.584,-0.971
7.584,-1.01
7.584,-1.01
7.584,-1.04
7.584,-0.882
7.584,-0.969
7.584,-0.958
7.584,-1.04
7.608,-0.941
7.608,-0.956
7.608,-0.973
7.608,-0.962
7.608,-1.04
7.608,-1.05
7.608,-1.01
7.608,-1.03
7.608,-0.938
7.632,-0.977
7.632,-0.938
7.632,-1.05
7.632,-0.982
7.632,-0.991
7.632,-1.03
7.632,-0.982
7.632,-0.991
7.632,-0.988
7.656,-0.988
7.656,-0.99
7.656,-1.01
7.656,-0.962
7.656,-0.958
7.656,-1.04
7.656,-0.993
7.656,-1.03
7.68,-0.993
7.68,-1
7.68,-1.04
7.68,-1.04
7.68,-0.956
7.68,-0.967
7.68,-0.91
7.68,-1.01
7.68,-1
7.704,-1.04
7.704,-1.05
7.704,-1
7.704,-0.984
7.704,-1.03
7.704,-0.984
7.704,-0.945
7.704,-1.02
7.704,-1.05
7.728,-1.05
7.728,-0.971
7.728,-0.975
7.728,-1.03
7.728,-1.05
7.728,-1
7.728,-0.967
7.728,-0.997
7.752,-1.03
7.752,-1.04
7.752,-0.971
7.752,-0.982
7.752,-0.94
7.752,-1.02
7.752,-0.962
7.752,-0.958
7.752,-0.964
7.776,-1.01
7.776,-0.89
7.776,-1.05
7.776,-1
7.776,-0.973
7.776,-1
7.776,-1.05
7.776,-0.978
7.8,-1.02
7.8,-1.03
7.8,-0.93
7.8,-0.98
7.8,-1.01
7.8,-0.956
7.8,-0.978
7.8,-0.951
7.8,-0.94
7.824,-1
7.824,-0.945
7.824,-1.08
7.824,-0.91
7.824,-1.02
7.824,-1.03
7.824,-1.04
7.824,-1.04
7.824,-1.04
7.848,-0.973
7.848,-0.995
7.848,-0.995
7.848,-0.973
7.848,-0.98
7.848,-0.997
7.848,-0.975
7.848,-0.971
7.872,-1.05
7.872,-1
7.872,-1.01
7.872,-0.92
7.872,-0.907
7.872,-1.03
7.872,-0.986
7.872,-1.02
7.872,-0.966
7.896,-0.914
7.896,-1
7.896,-1.03
7.896,-1.01
7.896,-1.02
7.896,-0.975
7.896,-1.01
7.896,-0.99
7.896,-0.986
7.92,-0.959
7.92,-1
7.92,-1.04
7.92,-1.06
7.92,-1.09
7.92,-1.02
7.92,-0.949
7.92,-0.927
7.944,-1.04
7.944,-1.03
7.944,-1
7.944,-1.04
7.944,-0.984
7.944,-0.942
7.944,-1.04
7.944,-1.07
7.944,-0.988
7.968,-0.986
7.968,-0.995
7.968,-0.977
7.968,-1.01
7.968,-0.936
7.968,-1.06
7.968,-1.01
7.968,-0.951
7.968,-0.96
7.992,-1.07
7.992,-0.964
7.992,-0.999
7.992,-0.988
7.992,-0.961
7.992,-0.959
7.992,-0.966
7.992,-0.96
8.016,-0.972
8.016,-1.01
8.016,-0.948
8.016,-0.99
8.016,-1.08
8.016,-0.998
8.016,-1
8.016,-0.961
8.016,-1.02
8.04,-1.04
8.04,-1.04
8.04,-1.01
8.04,-1.01
8.04,-1.01
8.04,-0.961
8.04,-0.961
8.04,-1.03
8.04,-1.03
8.064,-1.02
8.064,-0.966
8.064,-0.938
8.064,-0.973
8.064,-1.04
8.064,-1
8.064,-0.995
8.064,-1.04
8.088,-0.975
8.088,-1.01
8.088,-0.955
8.088,-0.922
8.088,-0.981
8.088,-0.942
8.088,-0.949
8.088,-1.06
8.088,-1.03
8.112,-0.916
8.112,-1.02
8.112,-0.97
8.112,-0.926
8.112,-1.08
8.112,-1.04
8.112,-0.942
8.112,-1.01
8.136,-1.03
8.136,-0.968
8.136,-0.924
8.136,-0.938
8.136,-0.935
8.136,-0.984
8.136,-0.984
8.136,-0.983
8.136,-0.986
8.16,-0.951
8.16,-0.997
8.16,-1.03
8.16,-0.959
8.16,-0.977
8.16,-1.01
8.16,-1
8.16,-1.01
8.16,-1.02
8.184,-0.959
8.184,-1.03
8.184,-1.01
8.184,-0.959
8.184,-1.01
8.184,-1.04
8.184,-1.03
8.184,-1.03
8.208,-1.08
8.208,-1.01
8.208,-0.982
8.208,-0.964
8.208,-1.03
8.208,-0.953
8.208,-0.984
8.208,-1.01
8.208,-1.05
8.232,-1.01
8.232,-0.988
8.232,-1.04
8.232,-1
8.232,-1.03
8.232,-1.01
8.232,-1
8.232,-0.973
8.232,-0.96
8.256,-1.04
8.256,-0.995
8.256,-0.968
8.256,-0.982
8.256,-0.968
8.256,-1.04
8.256,-1.03
8.256,-1.06
8.28,-1.07
8.28,-0.982
8.28,-1.02
8.28,-0.979
8.28,-1.05
8.28,-1.01
8.28,-1.01
8.28,-0.887
8.28,-1
8.304,-1.07
8.304,-0.944
8.304,-1
8.304,-1.06
8.304,-0.896
8.304,-0.992
8.304,-0.942
8.304,-1.05
8.304,-1.08
8.328,-0.995
8.328,-1.04
8.328,-1.01
8.328,-1.06
8.328,-0.994
8.328,-0.898
8.328,-0.99
8.328,-1.01
8.352,-1.01
8.352,-0.984
8.352,-1.03
8.352,-0.942
8.352,-0.99
8.352,-1.04
8.352,-1.03
8.352,-1.01
8.352,-0.981
8.376,-0.999
8.376,-0.986
8.376,-0.988
8.376,-1
8.376,-1.03
8.376,-0.92
8.376,-1.03
8.376,-1.03
8.376,-0.975
8.4,-0.982
8.4,-0.958
8.4,-0.914
8.4,-1.02
8.4,-0.984
8.4,-1.04
8.4,-1.02
8.4,-0.97
8.424,-0.997
8.424,-0.986
8.424,-0.979
8.424,-0.995
8.424,-0.988
8.424,-0.99
8.424,-1
8.424,-0.927
8.424,-0.927
8.448,-1.02
8.448,-0.96
8.448,-1.06
8.448,-1.04
8.448,-1
8.448,-0.953
8.448,-1.02
8.448,-0.988
8.472,-0.973
8.472,-1.01
8.472,-0.955
8.472,-0.993
8.472,-1
8.472,-0.962
8.472,-0.977
8.472,-1.1
8.472,-0.955
8.496,-0.942
8.496,-0.944
8.496,-0.96
8.496,-0.988
8.496,-0.981
8.496,-0.964
8.496,-0.975
8.496,-1.01
8.496,-0.99
8.52,-0.958
8.52,-1.01
8.52,-1
8.52,-1.09
8.52,-0.982
8.52,-1.01
8.52,-0.977
8.52,-1.02
8.544,-0.968
8.544,-1.04
8.544,-0.953
8.544,-0.984
8.544,-1.05
8.544,-0.974
8.544,-1.05
8.544,-1.08
8.544,-0.944
8.568,-1.05
8.568,-1.03
8.568,-1.01
8.568,-0.986
8.568,-1.03
8.568,-0.946
8.568,-0.984
8.568,-0.975
8.568,-1.04
8.592,-1.01
8.592,-1.02
8.592,-1.05
8.592,-0.994
8.592,-0.957
8.592,-0.988
8.592,-0.957
8.592,-0.977
8.616,-0.984
8.616,-0.979
8.616,-0.955
8.616,-1.01
8.616,-0.972
8.616,-1.02
8.616,-1.05
8.616,-0.933
8.616,-1.05
8.64,-0.968
8.64,-1.03
8.64,-1.01
8.64,-1.01
8.64,-1.03
8.64,-0.959
8.64,-1.05
8.64,-1.01
8.664,-0.986
8.664,-0.946
8.664,-1.03
8.664,-1.02
8.664,-1.06
8.664,-1
8.664,-1.05
8.664,-1.04
8.664,-1.05
8.688,-1.02
8.688,-0.975
8.688,-0.951
8.688,-1.01
8.688,-1.03
8.688,-1.01
8.688,-1.03
8.688,-1.02
8.688,-0.97
8.712,-1.02
8.712,-0.949
8.712,-0.949
8.712,-1.02
8.712,-0.926
8.712,-0.953
8.712,-0.986
8.712,-0.979
8.736,-0.97
8.736,-0.946
8.736,-0.984
8.736,-0.951
8.736,-0.927
8.736,-0.988
8.736,-1.01
8.736,-0.997
8.736,-1.02
8.76,-1.08
8.76,-1.06
8.76,-1.08
8.76,-1.04
8.76,-0.986
8.76,-0.894
8.76,-0.931
8.76,-1.02
8.76,-0.995
8.784,-1.01
8.784,-1.01
8.784,-1.03
8.784,-0.971
8.784,-1.04
8.784,-1
8.784,-0.914
8.784,-0.916
8.808,-1.06
8.808,-1.02
8.808,-0.964
8.808,-0.966
8.808,-1.07
8.808,-0.962
8.808,-0.94
8.808,-1.03
8.808,-1.01
8.832,-0.909
8.832,-1.04
8.832,-0.968
8.832,-1
8.832,-0.968
8.832,-0.933
8.832,-0.885
8.832,-0.979
8.832,-1.07
8.856,-0.964
8.856,-1.04
8.856,-1.02
8.856,-0.955
8.856,-0.958
8.856,-1.01
8.856,-0.959
8.856,-0.949
8.88,-0.933
8.88,-0.962
8.88,-0.955
8.88,-1.05
8.88,-0.999
8.88,-1.06
8.88,-0.979
8.88,-1
8.88,-0.988
8.904,-1.04
8.904,-0.957
8.904,-1.05
8.904,-1
8.904,-1.02
8.904,-0.966
8.904,-0.997
8.904,-0.981
8.904,-1.03
8.928,-0.959
8.928,-0.959
8.928,-0.964
8.928,-0.975
8.928,-0.964
8.928,-0.96
8.928,-1.03
8.928,-0.997
8.952,-0.966
8.952,-0.977
8.952,-0.984
8.952,-1.03
8.952,-0.951
8.952,-0.97
8.952,-0.979
8.952,-1.01
8.952,-0.933
8.976,-1.05
8.976,-1.03
8.976,-0.974
8.976,-1.03
8.976,-1.04
8.976,-1.01
